review_text,date,rating
Im not blind and i cant uninstall it,December 11 2016,1
Horrible frustrating  do not download!!!!!,December 11 2016,1
Thanks for good app,December 11 2016,5
Annoying I wanted to throw my phone across the room then smash it with a hammer,December 11 2016,1
Not bad 🤔,December 11 2016,3
I hate text and talk.,December 11 2016,1
Good,December 11 2016,5
OMG !!! BEWARE - THIS IS THE MOST ANNOYING APP EVER!!! I HATE IT WITH ALL MY BEING! IM LOOK ING FOR A WAY TO GET RIDE OF IT JUST SO I DON'T HAVE TO GO THROUGH THE HELL OF EVER GETTING STUCK WITH THISAPP. I AM TRYING TO TURN IT OFF it's impossible I hate this app! I Absolutely HATE everything about this app. I'm right there with the person that wants to throw my phone against the wall and scream! Most awful app I've ever came across!!!,December 11 2016,1
It is awesome,December 11 2016,5
Love this feature.,December 11 2016,5
Thank,December 11 2016,5
Rathore Awesome application for android user,December 11 2016,5
Good Mast,December 11 2016,1
Hi Nice,December 11 2016,4
Gill I love it.,December 11 2016,5
I Love you Pallavi PLBS,December 11 2016,5
Please allow user to uninstall Although it is great for someone who needs the app  please set it as an optional app.,December 11 2016,1
Loved it,December 11 2016,5
Hold Excellent,December 11 2016,5
A crap My cell phone goes to comma after updating and switching on to this feature,December 11 2016,1
MENTOR Nice.,December 11 2016,5
bad too bad,December 11 2016,1
Love this app,December 11 2016,5
Google Talkback,December 11 2016,3
It's cool Awesome setting to have,December 11 2016,5
Memoryyyyyyyyyyyyyy,December 11 2016,1
Nice,December 11 2016,3
Brilliant app. Really useful app. Keep up the good work.!,December 10 2016,4
F Gjh,December 10 2016,5
idea loved,December 10 2016,5
Yash Pal,December 10 2016,5
spm ygg,December 10 2016,5
Ayaat Thanks,December 10 2016,5
Google Talk Back,December 10 2016,5
Hate it! Own Galaxy S5. Nightmare app in every way. Refuse to use if app requires it to activate!!,December 10 2016,1
Five star It's good ..,December 10 2016,5
Um... I don't know how to use it,December 10 2016,1
Kurang berguna di Indonesia :),December 10 2016,3
The best,December 10 2016,3
Excellent Good,December 10 2016,5
Any contact me,December 10 2016,1
Montysinghal,December 10 2016,5
Google Talkback Don't need this on my phone.,December 10 2016,1
Samsung Galaxy S5,December 10 2016,5
Ok Google Crap The Bloody Contraption doesnt respond unless i swallow the phone. In addition Ok Google wont answer 60% of the attempts. Not enough huh  Ok Google reads out only 6 to 7 words then shuts up. Never received any google assistance concerning this dilema. Really disappointed.,December 10 2016,2
Ok Ok,December 10 2016,5
Can't uninstall I never use the feature. The setup screen keeps popping up randomly even though its disabled. I want to uninstall  but sadly its part of the bloatware :-(,December 10 2016,1
Okay Need voices to be different male female spy different tones,December 10 2016,1
AQUA LG AQUANDROID,December 10 2016,5
Never used. Similar apps are more useful  I have uninstalled this product,December 10 2016,2
Nice,December 10 2016,5
Excellent Very much accessible and very much easy to use,December 10 2016,5
no whats App don't no why need my whats App please,December 10 2016,5
Ok,December 10 2016,5
Ok Its ok not good nor bad,December 10 2016,3
Abkculvau,December 10 2016,5
Last annoying update gives me a force close on my LG G5 (Android 7.0) when restarting the phone. And a weird confusing UI starts after the update asking for some control keys where I don't have any on my phone.,December 10 2016,1
Best,December 10 2016,5
Google talk back Really a nice utility app.,December 10 2016,5
like good,December 10 2016,5
Good Giving relief,December 10 2016,5
Input Language and input no use for it,December 10 2016,1
Good Talking,December 10 2016,1
TalkBack update this update 5.0.4 does not have navigation menu by page,December 10 2016,3
Suvom & Cecilia,December 10 2016,5
Nice Gd wrk,December 10 2016,5
Love Google make the world so much easier for everyone thank you Google,December 10 2016,5
Google talk back Works,December 10 2016,5
Bloatware Bloatware I can't uninstall.,December 10 2016,1
Excellent Superb,December 10 2016,5
That's great,December 10 2016,4
Please disable this app I think the 1st worst app in Google is this,December 10 2016,1
Loved it Good app this,December 10 2016,5
Wow thanks to developer for developing such a great application for us means for the plantations really one think I am going to tell you what actually happens with me particularly on the Internet it stops giving feedback this is really a big problem when it gives no feedback then I have to go to recite it present to take is assessment and then to Power it off and Power it on again I don't know how to get rid of this problem please make some solution of this particular problem that what does it stop to give,December 10 2016,5
Hate,December 10 2016,1
Ramniwas Ram raika,December 10 2016,5
Jessica,December 09 2016,5
Dasitha Super,December 09 2016,5
Aaaaaaaaaaaaaa Aaaaaaaaaaaaa,December 09 2016,5
Third class,December 09 2016,1
Boring. As it provides daily updates wtf....,December 09 2016,1
.V. Nice app,December 09 2016,5
Aaaaa,December 09 2016,5
Horrible! ! Turns Its self on allthe time,December 09 2016,1
Nice Good,December 09 2016,5
💖 LuckyGift earn cash app brought me here. Join me & let's get this money together! I've had no problems if so I tell someone & it get fixed. I can't speak for everybody else  people have their own opinion  I just think it's cool & not a waste of my time. They offer a good amount of points to get to your goal faster so that's a plus for me! Ref. Code: JzY3I3zi,December 09 2016,5
I hate it,December 09 2016,1
"F@-$! App Stupid fu#$@"""""""""""""""" app""""",December 09 2016,1
Cannot be put on External storage I do not use this app yet it sucks up space on my internal storage and cannot be moved to external storage. Ug.,December 09 2016,1
me great,December 09 2016,5
Good OK,December 09 2016,5
Awesome,December 09 2016,5
Installed by hacker,December 09 2016,5
Better & Better every time A+++++++++++,December 09 2016,5
Google Talk back After I have update done it disable my volume button on Nexus so Everytime I uninstalled  the volume button work to me I think  without it is better.,December 09 2016,2
Caller id not being reported for long time It's been a long time since the caller ID was being announced now it has stopped totally please do something about it TalkBack only says incoming and doesn't announce caller ID on incoming calls,December 09 2016,4
Biggest garbage once it on it's Really hard to turn off,December 09 2016,1
Great app It's useful for those who are hard of hearing.,December 09 2016,5
"Very odd a patch so soon after an update. Again  What control key? I'm on a Turbo 2! How does that work? Works flawlessly. Unbelievable moron population in the market. Hilarious! So it's Verizon? Riiiight. Best idiocy: """"""""""""""""can't open the app  only allows update or uninstall""""""""""""""""  GENIUS""""",December 09 2016,3
Helpful for faster operation but still quiet complicated,December 09 2016,5
It's OK with me help me with a lot of things to look up great to have this app thanks guys for making the app we Ned on cell phone Google talk back,December 09 2016,5
Goggle play Good,December 09 2016,4
Galaxy Grand Prime DUOS Android ➡ 5.0.2 🔴 Iran .,December 09 2016,4
Ghatiya app Madarchod,December 09 2016,1
Not up to the task of reading You can't select words read to be getting red on you just cant use it for just reading,December 09 2016,1
Fantastic Its good,December 09 2016,5
Good but takes up space,December 09 2016,3
Rajkumar Chiting,December 09 2016,5
Liked it Good,December 09 2016,4
Stop putting ur crap back on my phone! I don't a vision impairment so please stop reinstalling your s*** back on my phone! I don't need it up taking it out several times and you're at 3 and stuff I do not appreciate this and if it's removable this is a pain in the ass is taking up needed space,December 09 2016,1
Very good Break free. chat,December 09 2016,5
Iiiiiiii ahhh!!! Serious case this one.,December 09 2016,1
Never use it. Its wasting space in my phone. I want it GONE.,December 09 2016,1
Very annoying app It is very slow,December 09 2016,1
Untitled Upload photo/video,December 09 2016,4
Keeps opening on its own Have not even attempted to set this up and its opening on its own everytime i unlock my phone. I don't want this app running. I don't want to set it up.,December 09 2016,1
Lovei Love,December 09 2016,5
Bullshit From the planet uranus,December 09 2016,2
Eeer,December 09 2016,3
Nice U can do better,December 09 2016,5
dyt pro,December 09 2016,5
It's just destroys the phone completely. This app is the worse app ever seen in my life. If u will start this app I can't even scroll up or down just be on a screen it wouldn't let u use your phone freely. Don't ever install this app in your life.,December 09 2016,1
DBN Dbn,December 09 2016,5
So Nice,December 09 2016,1
Worst app ever This is a google virus take all control on my phone and I can't uninstall this how shame and cheap google is. this app kill your mind and convinced you to destroy your phone,December 09 2016,1
Almost useless,December 09 2016,1
Ok,December 13 2016,5
Excellent Good,December 13 2016,5
intrusive harmed myjob,December 13 2016,1
Totally took over my phone like avirus TERRIBLE!!!! Pre installed on Android and had take battery out then still wouldn't shut off locked up my screen. Then my entire phone. Beta testers sucked on this app. Virus acting!!!!,December 13 2016,1
Why? I don't want it on my phone,December 13 2016,1
Good,December 13 2016,3
This is stupid it i never use it take the voice out in leave feedback in sound,December 13 2016,1
Very good,December 13 2016,5
Bkvas h yr.. Mahaa Bkvas h...,December 13 2016,1
Good Smart Electronic Soft,December 13 2016,5
Worthless app. This app needs destroyed. Zero-stars,December 13 2016,1
It's OK with me help me with a lot of things to look up great to have this app thanks guys for making the app we Ned on cell phone Google talk back,December 13 2016,5
Nice Good,December 13 2016,5
Too clumsy It could be good  but I disagree that it's easy to use. It's complicated. And if I just want to read a web page or a Kindle book  it's a lot of trouble getting there and then it's robotic and hard to follow. It needs to be enabled on a per app basis to be useful.,December 13 2016,2
Good apps 💥💥💥💥💥💥💥💥💥💥💥 →अगर आप नोकरी करना चाहते हो.. →मोबाइल से 10000-50000 रूपए.. →प्रति महीनें कमायें बिल्कुल फ्री  तो →Play Store से *weone deptesh vearma →App को डाउनलोड करके अपना →रजिस्ट्रेशन करें। →Referal ID मांगने par *rgg9m* डालें. ************************************************ Hi this is harjinder  Have you tri,December 13 2016,5
Good application Like it,December 13 2016,5
Mukesh kajal longadi Jay mogal,December 13 2016,5
Good Good,December 13 2016,5
Rubbish,December 13 2016,1
Nice,December 13 2016,4
Great Wonderful,December 13 2016,5
